Year,Filename,Source
1809,Descriptive account of the Kymin Pavilion and Beaulieu Grove,blbooks
1809,Ethelred; a legendary tragic drama [in five acts and in verse],blbooks
1809,Europe: Lines on the present war,blbooks
1809,"Fragments in Prose and Verse: by a young lady lately deceased (Elizabeth S- [i.e. Smith]) . With some account of her life and character, by the author of 'Sermons on the Doctrine and Duties of Christianity' [Miss Henrietta Maria Bowdler]",blbooks
1809,Gertrude of Wyoming; a Pennsylvanian tale; and other poems,blbooks
1809,Gilbert; or True Love rewarded: an amatory rural poem [By J. Templeman. Illustrated.],blbooks
1809,Het Tegenwoordig Amsterdam. Met 8 platen,blbooks
1809,"Historic Memoirs of Ireland; comprising secret records of the National Convention, the Rebellion, and the Union; with delineations of the principal characters connected with these translations, etc [With portraits and facsimiles.]",blbooks
1809,"History of Brazil, comprising a geographical account of that country, together with a narrative of the most remarkable events which have occurred there since its discovery, etc",blbooks
1809,"Horæ Ionicæ: a poem, descriptive of the Ionian Islands, and part of the adjacent coast of Greece",blbooks
1809,"Iberia's Crisis, a fragment of an epic poem [By H. G. Knight.]",blbooks
1809,"Introductory lessons with familiar examples in Landscape for the use of those who are desirous of gaining some knowledge of the ... art of painting in water-colours. To which are added ... Instructions for executing transparencies, etc",blbooks
1809,"Letters from Canada, written ... in ... 1806, 1807 and 1808, shewing the present state of Canada ... the commercial importance of Nova-Scotia, New Brunswick, and Cape Breton, etc",blbooks
1809,"Man and Wife; or, More secrets than one: a comedy, in five acts, etc",blbooks
1809,Marriage no Jest. A comedy in five acts [and in prose],blbooks
1809,"Memoirs of an American Lady (Catalina Schuyler) : with sketches of manners and scenery in America, as they existed previous to the Revolution. By the author of 'Letters from the Mountains,' etc [Mrs. Grant, of Laggan.]",blbooks
1809,"Mémoires militaires, historiques et politiques de Rochambeau, etc",blbooks
1809,"Naval papers respecting Copenhagen, Portugal, and the Dardanelles, presented to Parliament in 1808",blbooks
1809,"New Theory of the formation of veins; with its application to the art of working mines. Translated from the German. To which is added an appendix ... by C. Anderson, M.D",blbooks
1809,"Observations on the Historical Work of the late Right Hon. C. J. Fox ... with a narrative of the events which occurred in the enterprize of the Earl of Argyle in 1685, by Sir Patrick Hume",blbooks
1809,Outlines of Mineralogy,blbooks
1809,Outlines of an attempt to establish a knowledge of extraneous fossils on scientific principles,blbooks
1809,"Paetus and Arria; a tragedy in five acts [and in verse] . To which is prefixed a letter, addressed to T. Sheridan Esqre, on the present state of the English Stage [By John Nicholson.]",blbooks
1809,"Panthea, Queen of Susia; a tragedy in five acts [and in verse, founded on the story in the Cyropædia of Xenophon]",blbooks
1809,Pen and Ink well employed [Verses.],blbooks
1809,Poems [Edited by J. F. Walker.],blbooks
1809,Poems chiefly in the Scottish dialect,blbooks
1809,"Poems illustrative of the Genius and Influence of Christianity: to which are subjoined some fugitive pieces, etc",blbooks
1809,"Rêveries sur la Nature Primitive de l'Homme, sur ses sensations, etc. Par P....T Senancour",blbooks
1809,Safe and Sound; an opera in three acts [in prose and in verse],blbooks
1809,"Second edition, with considerable additions and alterations",blbooks
1809,Some account of the life and writings of Sir Joshua Reynolds,blbooks
1809,"Spanish Heroism; or, the Battle of Roncesvalles. A metrical romance",blbooks
1809,"The Abdication of Ferdinand; or, Napoleon at Bayonne, an historical play in five acts [and in verse]",blbooks
1809,The Bellum Catilinarium of Sallust travestied. Inscribed to the Right Hon. G. Canning,blbooks
1809,"The Bibliomania, in Epistle [in verse] to R. Heber",blbooks
1809,"The Description of Britain, translated [by H. Hatcher] from Richard of Cirencester; with the original treatise De Situ Britanniæ; and a commentary on the Itinerary [by T. Leman] . Lat. and Eng",blbooks
1809,"The Dramatist; or, Memoirs of the Stage. With the life of the authoress",blbooks
1809,"The Foundling of the Forest: a play in three acts, etc",blbooks
1809,"The Four Slaves of Cythera; a romance, in ten cantos",blbooks
1809,"The Franciscan Friar, a satire; and the Marriage Ode of Francis of Valois and Mary, sovereigns of France and Scotland: translated into English verse ... by George Provand",blbooks
1809,"The General History of Ireland ... Collected by ... J. K. ... translated from the original Irish ... with ... amendments by D. O'Connor ... Illustrated with ... coats of arms, etc. (The Genealogy of the Posterity of H. Fionn, ... The posterity of Ir, etc.)",blbooks
1809,The Goblin Groom. A tale of Dunse [In verse.],blbooks
1809,The Goblin Groom: a tale of Dunse,blbooks
1809,"The Graphomania: an epistle to John Harden, of Brathay-Hall, Esq [In verse.] By the author of Varnishando [i.e. Francis Dukinfield Astley]",blbooks
1809,"The Grecian history, from the earliest state, to the death of Alexander the Great ... A new edition",blbooks
1809,"The History of Animals of Aristotle, and his Treatise on Physiognomy, translated from the Greek. By Thomas Taylor",blbooks
1809,"The History of Don Francisco de Miranda's Attempt to effect a Revolution in South America. In a series of letters ... Revised, corrected, and enlarged. To which are annexed, sketches of the life of Miranda, and geographical notices of Caraccas",blbooks
1809,"The History of Ireland, from its invasion under Henry II. to its Union with Great Britain",blbooks
1809,"The History of South-Carolina, from its first settlement in 1670 to ... 1808",blbooks
1809,"The History of the Life and Reign of Alexander the Great ... Translated [by P. Pratt] ... With supplements [of J. Freinsheim], notes, and a map",blbooks
1809,The History of the Reign of the Emperor Charles V ... The eleventh edition,blbooks
1809,"The Indagator; or, the lawfulness and unlawfulness of defensive and offensive war considered, etc",blbooks
1809,"The Lay of the Last Minstrel, a poem",blbooks
1809,"The Mythology and Rites of the British Druids, ascertained by national documents; and compared with the general traditions and customs of heathenism ... With an appendix containing ancient poems and extracts, with some remarks on Ancient British coins",blbooks
1809,The Natural and Civil History of Vermont,blbooks
1809,"The Pleasures of Anarchy, a dramatic sermon [In five acts, and in verse. By Francis Newnam.]",blbooks
1809,The Posthumous Poems of W. Preston,blbooks
1809,"The Present State of Turkey ... Together with the geographical, political and civil state of the Principalities of Moldavia and Wallachia. ... The second edition, with ... additions",blbooks
1809,The Recal of Momus. A bagatelle ... Second edition,blbooks
1809,"The Roman history, from the foundation of the City of Rome, to the destruction of the Western Empire",blbooks
1809,"The School for Orators, or a Peep at the Forum; a farce [in two acts and in prose]",blbooks
1809,"The Scotiad, or wise men of the North!!! A Serio-comic and satiric poem ... By Macro",blbooks
1809,"The State papers and Letters of Sir Ralph Sadler. Edited by Arthur Clifford. To which is added, a memoir of the life of Sir Ralph Sadler; with historical notes by Walter Scott",blbooks
1809,"The Traveller; or, the Marriage in Sicily [a comedy], in three acts [and in prose. By Guglielmo]",blbooks
1809,"The Works of Mr. A. Cowley; in prose and verse. A new edition. Pointing out the pieces selected by Richard Hurd, D.D, late Bishop of Worcester; and including his lordship's notes, and Dr. Johnson's life of the author [With a portrait after C. F. Zincke.]",blbooks
1809,"The songs, odes, ballads, duets, and glees, in an opera, entitled: Sketches from life; or, The wandering Bard",blbooks
1809,"The works of Sir Joshua Reynolds ... To which is prefixed An account of the life and writings of the author, by Edmond Malone ... Third edition, corrected",blbooks
1809,"Travels and adventures in Canada and the Indian territories, between the years 1760 and 1776 [With a portrait.]",blbooks
1809,"Travels through the South of France, and in the interior of the provinces of Provence and Languedoc, in the years 1807 and 1808",blbooks
1809,Travels through the northern parts of the United States in ... 1807 and 1808,blbooks
1809,"Twenty four Views in St. Helena, the Cape, India, Ceylon, the Red Sea, Abyssinia and Egypt, from drawings by H. Salt [with descriptions to illustrate the voyages and travels of George Annesley, Earl of Mountmorris]",blbooks
1809,Varnishando; a serio-comic poem: addressed to collectors of paintings. By an admirer of the arts [i.e. Francis Dukinfield Astley],blbooks
1809,"Venoni, or the Novice of St. Mark's. A drama in three acts [and in prose]",blbooks
1809,"Verses addressed by H. M. W. to her two nephews, on Saint Helen's day",blbooks
1809,"Voyages and Travels to India, Ceylon, the Red Sea, Abyssinia, and Egypt. 1802, 1803, 1804, 1805 and 1806 [With plates by Henry Salt.]",blbooks
1809,Œuvres Philosophiques [Edited by H. J. Jansen.],blbooks
1809,Vaderlandsche letteroefeningen. Jaargang 1809,dbnl
1809,Koninklĳke courant,delpher
1809,PlakkaatboekDeel14,plakaatboek
1809,PlakkaatboekDeel15,plakaatboek
1809,PlakkaatboekDeel16,plakaatboek
1810,"Alexandria daily gazette, commercial &amp; political. [volume] (Alexandria [Va.]) 1808-1812",american_stories
1810,"Martinsburgh gazette. [volume] (Martinsburgh, Va. [W. Va.]) 1810-1825",american_stories
1810,Portland gazette and Maine advertiser.,american_stories
1810,"Portland gazette and Maine advertiser. (Portland, Me.) 1805-1818",american_stories
1810,The Delaware gazette.,american_stories
1810,The Delaware gazette. [volume] (Wilmington [Del.]) 1809-1810,american_stories
1810,"The Rhode-Island Republican. [volume] (Newport, R.I.) 1809-1841",american_stories
1810,"The enquirer. [volume] (Richmond, Va.) 1804-1815",american_stories
1810,"Virginia Argus. [volume] (Richmond, Va.) 1796-1816",american_stories
1810,"A Description of the Feroe Islands, containing an account of their situation, climate, and productions, together with the manners and customs of the inhabitants, their trade, etc. translated from the Danish",blbooks
1810,"A General History of the United States of America ... to 1792; or sketches of the Divine agency, in their settlement, growth, and protection, and especially in the late ... revolution. vol. 1",blbooks
1810,"A Geographical and Historical View of the World: exhibiting a complete delineation of the natural and artificial features of each country, etc",blbooks
1810,"A History of the antient town of Shaftesbury ... partly selected from Hutchins, etc",blbooks
1810,"A Hunting Song; written in commemoration of a most famous Fox Chace, run by the Duke of Rutland's Hounds, December the 10th, 1805",blbooks
1810,A Journey from Aleppo to Jerusalem at Easter. A.D. 1697,blbooks
1810,A Letter to the Roman Catholics of Dublin [on Catholic emancipation],blbooks
1810,A Monody to the Memory of the Right Honourable the Lord Collingwood,blbooks
1810,"A Narrative of a Voyage to Surinam; of a residence there during 1805, 1806 and 1807, and of the author's return to Europe by the way of North America",blbooks
1810,"A Narrative of a three years' residence in France, principally in the Southern departments, from ... 1802 to 1805: including some ... particulars respecting the early life of the French Emperor, etc",blbooks
1810,"A New Description of Blenheim [By W. F. Mavor.] A new and improved edition. Embellished with an elegant plan, etc",blbooks
1810,"A Poetical Epistle to Henry Clifford, Esq. on the late disturbances in Covent Garden Theatre [By Arthur Clifford.]",blbooks
1810,"A Sketch of the State of British India, with a view of pointing out the best means of civilizing its inhabitants, and diffusing the knowledge of Christianity throughout the Eastern world, etc",blbooks
1810,A Statement of facts delivered to Lord Minto on his arrival at Madras. With an appendix of official minutes,blbooks
1810,"A System of Modern Geography, or the natural and political history of the present state of the world, etc",blbooks
1810,A Topographical Dictionary of Ireland ... Being a continuation of the Topography of the United Kingdom of Great Britain and Ireland,blbooks
1810,"A Tour in Wales, 1770 [or rather 1773] . (Supplemental corrections and additions to the first volume of the Welsh Tour.) Plates [by Mr. Griffith]",blbooks
1810,"A Tour through Part of the Atlantic; or, recollections from Madeira, the Azores ... and Newfoundland, etc",blbooks
1810,A Tributary Law inscribed to the memory of ... the Marquis of Lansdowne,blbooks
1810,"A brief account of the countries adjoining the Lake of Tiberias, the Jordan, and the Dead Sea",blbooks
1810,"A poetical history of England; written for the use of the young ladies educated at Rothbury-House School, etc [By Louisa Capper.]",blbooks
1810,"ALetter to H. Cline, on imperfect developments of the faculties, mental and moral, as well as constitutional and organic; and on the treatment of impediments of speech",blbooks
1810,"Account of the origin, progress and consequences of the late discontents of the army on the Madras establishment",blbooks
1810,Address to the City of Bristol. To the Vale of C-h The Apology [Poems.],blbooks
1810,"An Account of Expeditions to the sources of the Mississippi and through the Western parts of Louisiana, to the sources of the Arkansaw, Kans, La Platte, and Pierre Jason, rivers; performed by order of the Government of the United States, during the years 1805-1807; and a tour through the interior parts of New Spain ... in 1807",blbooks
1810,"An Authentic Narrative of four years' residence at Tongataboo, one of the Friendly Islands, in the South Sea, by - [G. Vason] who went thither in the Duff, under Captain Wilson, in 1796. With an appendix, by an eminent writer [T. Scott? Edited by S. Piggott]",blbooks
1810,"An Universal History, from the creation of the world, to the time of Charlemagne. From the French ... A new translation [By Thomas Chevelier.]",blbooks
1810,"Compendium of Ancient Geography ... Translated from the French. Illustrated with maps ... With a map of Roman Britain, from ... John Horsely ... and with prolegomena and notes by the translator",blbooks
1810,"Cowper, illustrated by a series of views, etc [The text by E. W. Brayley; the plates by J. S. Storer and J. Greig.]",blbooks
1810,"De Kaffers aan de zuidkust van Afrika, natuur en geschiedkundig beschreuen [Translated from the German manuscript by Jan Konijnenburg.]",blbooks
1810,"Derde Reize naar de Middellandsche Zee, gedaan in de Jaren 1786-88, etc",blbooks
1810,"Directions for sailing to and from the East Indies, China, New Holland, Cape of Good Hope, and the interjacent Ports",blbooks
1810,Edinburgh: a poem in the Scottish dialect. By a Native,blbooks
1810,Elements of Mineralogy,blbooks
1810,Epigrams and Poems,blbooks
1810,Erin. A geographical and descriptive poem,blbooks
1810,Essays on song-writing: with a collection of such English songs as are most eminent for poetical merit. To which are added some original pieces [By J. Aikin.],blbooks
1810,Fables in verse,blbooks
1810,"Feudal Tales, being a collection of romantic narratives and other poems [With coloured plates.]",blbooks
1810,"Gammer G.'s Garland; or, the nursery Parnassus. ... A new edition, with additions",blbooks
1810,"Gazetteer of England and Wales, etc",blbooks
1810,"General view of the agriculture of the county of Durham, with observations on the means of its improvement",blbooks
1810,"Gertrude; a tragic drama, in five acts [and in prose and verse]",blbooks
1810,"Great Britain's Jubilee Monitor and Briton's Mirror, comprising an epitome of the moral claims of their ... Majesties George the third, and Charlotte his Queen! Attributes of Great Britain! with illustrations of the ... blessings ... enjoyed under the British Government! contrasted with the despotism exercised in ancient and modern nations! etc",blbooks
1810,Hero and Leander; a poem,blbooks
1810,Historical Remarques and Observations of the Ancient and Present State of London and Westminster ... Illustrated with pictures ... ingraven on copper plates ... The fourth edition,blbooks
1810,Hit or Miss! A muscial farce in two acts,blbooks
1810,"Inchiquin the Jesuit's letters, during a late residence in the United States of America. Being a fragment of a private correspondence accidentally discovered in Europe. Containing a favourable view of the manners, literature and state of Society of the United States, by some unknown foreigner [i.e. Charles Jared Ingersoll]",blbooks
1810,"Inquiry into the limits and peculiar objects of physical and metaphysical science, tending principally to illustrate the nature of causation, etc",blbooks
1810,Iphotelle; or the longing-fit. A poem,blbooks
1810,Joseph; a religious poem,blbooks
1810,"Letters to the Stranger in Reading. By Detector [A reply to 'The Stranger in Reading, in a series of letters, from a Traveller to his Friend in London,' by John Man.] MS. note",blbooks
1810,Love and War ... With other poems. By a Seaman,blbooks
1810,Marmion ... The fourth edition,blbooks
1810,Minstrelsy of the Scottish Border ... Third edition,blbooks
1810,"Modern and Authentic System of Universal Geography ... being a complete and universal history and description of the whole world ... To illustrate the work are introduced ... maps, charts ... and ... numerous engravings, etc",blbooks
1810,"Narrative of the operations of a detachment in an expedition to Candy, in the island of Ceylon, in ... 1804, etc",blbooks
1810,"Narratives of calamitous and interesting shipwrecks, etc",blbooks
1810,"Natale Solum, and other poetical pieces",blbooks
1810,Observationes in varias trifoliorum species,blbooks
1810,Original Poems,blbooks
1810,Papers on Toleration ... Third edition,blbooks
1810,"Papers relative to the Projected Improvements in the Harbour of Aberdeen: with a full report of the evidence as delivered before Parliament, Session 1810",blbooks
1810,"Pietas Londinensis: the history, design, and present state of the various public charities in and near London",blbooks
1810,Poems,blbooks
1810,Poems on various subjects,blbooks
1810,"Poems on various subjects ... To which are added, observations on gardening, with receipts for pickling, etc",blbooks
1810,"Poems, by T. B-g-d, Esq. of the Inner Temple [i.e. Thomas Bedingfeld]",blbooks
1810,Relation of the operations and battles of the Austrian and French armies in ... 1809. With three plans,blbooks
1810,Remains of Nithsdale and Galloway Song: with historical and traditional notices relative to the manners and customs of the peasantry. Now first published by R. H. Cromek,blbooks
1810,"Remarks on slander and envy, inscribed to ... the friends of J. Hanson, Esq. To which are added, Mr. Hanson's Address to his friends and country, etc",blbooks
1810,"Riches: or, The Wife and Brother, a play in five acts [and in verse] and founded on Massinger's Comedy of the City Madam. By Sir J. B. Burges. Bart",blbooks
1810,Rochdale; a fragment. With notes. Intended as an introduction to the history of Rochdale [In verse.],blbooks
1810,"Ruth, or, The fair Moabitess. A poem, with moral reflections and explanatory notes",blbooks
1810,"Select Poems, etc, by ... J. D. W. ... To which are added some particulars of his life and character, by an early friend and associate; with a preface by W. Hayley",blbooks
1810,"Select Scotish Songs, ancient and modern; with critical observations and biographical notices, by Robert Burns. Edited by R. H. Cromek",blbooks
1810,"Songs, duets, &c. in Tricks upon Travellers, a comic opera in three acts [by Sir J. B. Burges?] . ... Second edition",blbooks
1810,"South American Emancipation. Documents shewing the designs which have been in progress and the exertions made by General Miranda for the South American Emancipation, during the last twenty-five years [With a portrait of Miranda, and a plan.]",blbooks
1810,"Tales in verse: with a version of Morduth, a poem, by Douthal ... By an Officer in the Army",blbooks
1810,"The Adventures of Ulysses: or, the return to Ithaca. A classical drama from Homer [in three acts and in verse]",blbooks
1810,"The Age; a poem: moral, political and metaphysical. With illustrative annotations",blbooks
1810,"The Battles of Talavera, a poem [By J. W. Croker.] Sixth edition, corrected, with some additions",blbooks
1810,The Bishop and the Parson's Beard. A tale in verse,blbooks
1810,"The Book of Job; translated from the Hebrew, by the late Miss Elizabeth Smith ... With a preface and annotations by the Rev. F. Randolph",blbooks
1810,The Caledonian Comet [By John Taylor. A satirical poem on Sir Walter Scott.],blbooks
1810,"The Chronicle of Fife; being the diary of J. L. of Newton, from 1649 to 1672 [Edited by Archibald Constable.]",blbooks
1810,The Chronicles of E. de Monstrelet ... Translated by T. Johnes [With plates.],blbooks
1810,The Curse of Kehama,blbooks
1810,"The Doubtful Son, or Secrets of a palace; a play, in five acts, etc",blbooks
1810,"The East India Vade-Mecum; or complete guide to gentlemen intended for the civil, military or, naval service of the East India Company",blbooks
1810,The Family Legend: a tragedy [In verse.],blbooks
1810,"The Favourite Village, with an additional poem (The Relapse), now first published, and a tragedy (Sir Thomas More [in five acts and in verse])",blbooks
1810,"The Festival of Anacreon, containing a collection of modern songs written for the Anacreontic Society, the Beef-Steak and Humbug Clubs; by Captain Morris, Mr. Hewerdine, Sir John Moore, and other lyric writers ... (Third part.) The eighth edition",blbooks
1810,"The Forest Pruner; or, timber owner's assistant: being a treatise on the ... management of British Timber Trees, etc",blbooks
1810,"The Free Knights; or, the Edict of Charlemagne; a drama, in three acts [in prose], interspersed with music, etc",blbooks
1810,"The Harper's Son and the Duke's Daughter; a grand melo-dramatic romance, interspersed with songs, duets, and choruses, etc",blbooks
1810,"The Haunted Fire of Uller, an Iernian Legend. By J. L. O. S",blbooks
1810,"The History of New South Wales, including Botany Bay, Port Jackson, Pamaratta [sic], Sydney, and all its dependancies ... with the customs and manners of the natives, and an account of the English colony, from its foundation to the present time ... Enriched with ... coloured prints",blbooks
1810,"The History of the Insurrections in Massachusetts in the year 1786, and the Rebellion consequent thereon",blbooks
1810,"The History of the Parisian Massacre; wherein all the minute circumstances of that sanguinary event are faithfully pourtrayed, etc",blbooks
1810,"The Jubilee, a poem; with serious and loyal reflections on the blessings we enjoy as a nation, under the government of a mild and beloved king: with some remarks upon the sins of the nation [Signed: E. D.]",blbooks
1810,The Lady of the Lake ... The fifth edition,blbooks
1810,The Lady of the Lake; a poem,blbooks
1810,"The Lamentation, a poem. In two parts. To which are added, other miscellaneous pieces, in blank verse and rhyme. Second edition, corrected",blbooks
1810,"The Lay of the Last Minstrel ... The eighth edition. With ballads and lyrical pieces. (There is added an appendix of Poetical Pieces, which are to be found in no other edition of Mr. Scott's works.)",blbooks
1810,"The Legend of Mary, Queen of Scots [by T. Wenman?] and other ancient poems, now first published from MSS. of the sixteenth century. With an introduction, notes, and an appendix [by the editor J. F, i.e. John Fry] . L.P",blbooks
1810,The Lives of the Scotish Poets; with preliminary dissertations on the literary history of Scotland and the early Scotish drama,blbooks
1810,The Maid of Griban: a fragment,blbooks
1810,"The Miner's Guide, ... Selected, arranged and printed verbatim from the works of Hardy and Houghton. To which is added: a new article and a copy of the Inquisition taken at Ashburn ... in the 16th year of the Reign of King Edward the 1st, etc",blbooks
1810,"The Minstrel of the North; or, Cumbrian Legends; being a poetical miscellany of legendary, Gothic, and romantic tales",blbooks
1810,The Natural History of the Mineral Kingdom,blbooks
1810,"The O-Poeiad; a Satire [in reference to the O.P. Riots of 1809, at Covent Garden Theatre]",blbooks
1810,The Poetical Works of the late Thomas Little ... Eighth edition. Few MS. notes,blbooks
1810,The Pursuits of Fashion. A satirical poem [By E. Goulburn] ... Third edition,blbooks
1810,The River Tay. A fragment [in verse. By Alexander Glas],blbooks
1810,"The Vestibule of Eloquence ... Original articles, oratorical and poetical, intended as exercises in recitation, etc",blbooks
1810,"The Village Curate, and other poems, etc",blbooks
1810,"The famous tragedy of the rich Jew of Malta. London, 1633",blbooks
1810,The genius of the Thames: a lyrical poem in two parts,blbooks
1810,The history of England from the Revolution to the death of George the Second ... A new edition. With the author's last corrections and improvements,blbooks
1810,"The pleasures of memory, and other poems. By Samuel Rogers, Esq. And The pains of memory, by Robert Merry",blbooks
1810,"The real state of France, in the years 1809, 10; with an account of the treatment of the prisoners of war, etc. Sixth edition",blbooks
1810,"Tranquillity, a poem. To which are added other original poems, and translations from the Italian",blbooks
1810,"Travels in Various Countries of Europe, Asia and Africa. (pt. 1. Russia, Tartary and Turkey.-pt. 2. Greece, Egypt and the Holy Land.-pt. 3. Scandinavia.) [With plates, including a portrait.]",blbooks
1810,Travels through the Empire of Morocco ... Illustrated with a map,blbooks
1810,"Travels, or an inland voyage through the States of New York, Pennsylvania, Virginia, Ohio, Kentucky and Tennessee, and through the territories of Indiana, Louisiana, Mississippi and New Orleans-in 1807 and 1808. With maps and plates",blbooks
1810,"Twenty Years Ago! A new melodramatic entertainment, in two acts [in prose], etc",blbooks
1810,"Wallace; or, the Fight of Falkirk, etc [By M. H.]",blbooks
1810,"[A voyage to Botany Bay.] A voyage to New South Wales; with a description of the country; the manners, customs, religion, &c. of the natives, in the vicinity of Botany Bay",blbooks
1810,Vaderlandsche letteroefeningen. Jaargang 1810,dbnl
1810,Bataviasche koloniale courant,delpher
1810,Journal du département des bouches du Rhin,delpher
1810,Koninklĳke courant,delpher
1810,PlakkaatboekDeel16,plakaatboek
1811,"Alexandria daily gazette, commercial &amp; political. [volume] (Alexandria [Va.]) 1808-1812",american_stories
1811,"Martinsburgh gazette. [volume] (Martinsburgh, Va. [W. Va.]) 1810-1825",american_stories
1811,Portland gazette and Maine advertiser.,american_stories
1811,"Portland gazette and Maine advertiser. (Portland, Me.) 1805-1818",american_stories
1811,"The Rhode-Island Republican. [volume] (Newport, R.I.) 1809-1841",american_stories
1811,"The enquirer. [volume] (Richmond, Va.) 1804-1815",american_stories
1811,"Virginia Argus. [volume] (Richmond, Va.) 1796-1816",american_stories
1811,"Winchester gazette. [volume] (Winchester, Va.) 18??-1826",american_stories
1811,"A Description of the Royal Hospital for Seamen, at Greenwich; with a short account of the establishment; the Chest at Greenwich; and the Royal Naval Asylum [By John Cooke and John Maule.]",blbooks
1811,"A General History and Collection of Voyages and Travels arranged in systematic order: forming a complete History of the origin and progress of navigation, discovery, and commerce, by sea and land, from the earliest to the present time",blbooks
1811,"A Geographical and Historical View of the World: exhibiting a complete delineation of the natural and artificial features of each country, etc",blbooks
1811,"A Sketch of the History of Maryland, during the three first years after its settlement: to which is prefixed, a copious introduction",blbooks
1811,"A System of Modern Geography ... The astronomical part by James Ferguson ... The seventh edition, corrected, and greatly enlarged",blbooks
1811,A Topographical Dictionary of the Dominion of Wales ... Being a continuation of the Topography of the United Kingdom of Great Britain and Ireland,blbooks
1811,A collection of Papers relating to the expedition to the Scheldt. Presented to Parliament in 1810,blbooks
1811,"A concise account of the present state of the Missions ... of the ... United Brethren, among the Heathen",blbooks
1811,"A description of the town of Ludlow, ... with an elegant view of the town, etc",blbooks
1811,"A statistical Account of the towns and parishes in the State of Connecticut. Published by the Connecticut Academy of Arts and Sciences. Vol. I. No. 1. (A statistical Account of the city of New-Haven, by T. Dwight.)",blbooks
1811,"A treatise on the defence of Portugal, with a military map ... and principal events of the campaigns under Lord Wellington, etc",blbooks
1811,A vindication of Mr. Fox's History of the early Part of the Reign of James the Second,blbooks
1811,"Aanteekeningen op eene reize van Parijs naar Napels, door het Tirolsche, en van daar door Zwitserland en langs den Rhijn terug naar Holland. Met Platen",blbooks
1811,Additional Remarks on an intended Asylum Port near Dunleary; comprising observations on the last grant made by Parliament ... for Howth Harbour ... By a Seaman,blbooks
1811,"An account of the British Settlement of Honduras. ... To which are added, Sketches of the Manners and Customs of the Mosquito Indians, preceded by the Journal of a Voyage to the Mosquito Shore",blbooks
1811,"An account of the interesting Island of Helgoland, its inhabitants, etc",blbooks
1811,An elegiac acrostick on the death of a Friend [Luigi Schiavonetti. With notes],blbooks
1811,"Anecdotes of the Manners and Customs of London, from the Roman Invasion to the year 1700; illustrated by eighteen engravings",blbooks
1811,"Blue-Beard; or, Female curiosity! ... The seventh edition",blbooks
1811,Britain's Bulwarks; or the British Seaman; a poem ... Embellished with eight engravings. MS. note,blbooks
1811,"British Ornithology; being the history, with a coloured representation of every known species of British birds",blbooks
1811,"British Scenery. A poetical sketch. By a quondam Oxonian, and Carthusian [i.e. Daniel Cabanel]",blbooks
1811,"Bromley-Hill, the seat of the Right Hon. Charles Long, M.P. A sketch",blbooks
1811,"Carlton House Fete; or, the Disappointed Bard; in a series of elegies; to which is added, Curiosity in rags; an elegy [A satire on an entertainment by the Prince Regent.]",blbooks
1811,"Christina, the Maid of the South Seas; a poem [With portrait, inserted.]",blbooks
1811,Clan-Alpin's Vow: a fragment [In verse.],blbooks
1811,Considerations on the necessity and importance of an Asylum Port in the Bay of Dublin: including remarks on the harbour erecting at Howth; and that ... proposed for Dunleary [With an appendix containing copies of petititons in favour of the last named.] By a Seaman,blbooks
1811,"Craig Phadric, visions of sensibility, with legendary tales, and occasional pieces [In verse.]",blbooks
1811,"Darkness Visible, a farce in two acts [and in prose], etc",blbooks
1811,"Description of the Spar Cave, lately discovered in the Isle of Skye. ... To which is subjoined, the Mermaid, a poem",blbooks
1811,"Escape from France. A narrative of the hardships and sufferings of several British subjects, who effected their escape from Verdun. With an appendix, containing observations on the policy and conduct of Buonaparte towards British subjects",blbooks
1811,"Essai historique sur la Sénatorerie de Limoges, orne de gravures, etc",blbooks
1811,"Essays in a series of Letters to a Friend, on the following subjects: I. On a man's writing memoirs to himself. II. On decision of character. III. On the application of the epithet Romantic. IV. On some of the causes by which Evangelical religion has been rendered less acceptable to persons of cultivated taste ... Third edition",blbooks
1811,"Hindu Infanticide. An account of the measures adopted for suppressing the practice of the systematic murder by their parents, of female infants; with incidental remarks on the customs peculiar to the natives of India. Edited, with notes and illustrations, by E. M",blbooks
1811,"Histoire du Brésil, contenant un précis des événemens les plus remarquables depuis sa découverte ... Suivi d'un tableau du commerce intérieur et extérieur de cette colonie ... Traduit de l'Anglais ... On a joint à cette traduction des notes, etc",blbooks
1811,History of Scotland during the Reign of Robert I. surnamed the Bruce,blbooks
1811,Hit or Miss! A muscial farce in two acts,blbooks
1811,"Horæ Ionicæ: a poem, descriptive of the Ionian Islands, and part of the adjacent coast of Greece",blbooks
1811,Journal of a tour in Iceland in the summer of 1809,blbooks
1811,"Killing no Murder: a farce in two acts [and in prose] . Second edition ... Together with a preface, and the scene suppressed by order of the Lord Chamberlain",blbooks
1811,"Lachesis Lapponica, or a tour in Lapland, now first published from the original manuscript journal of the celebrated Linnæus; by J. E. Smith",blbooks
1811,"Le règne de Louis XI, et de l'influence qu'il a eu jusque sur les derniers temps de la troisième dynastie",blbooks
1811,"Les Commentaires du Soldat du Vivarais ... Suivis du Voyage du duc de Rohan en Vivarais, l'an 1628; de la Relation de la révolte de Roure, an 1670. Publiés par J. L. de Laboissière",blbooks
1811,"Literary Recreations; or, Moral, historical and religious essays ... Second edition, revised and considerably enlarged",blbooks
1811,"Literary life and select works of B.S, several of which have never before been published [Edited by W. Coxe.] L.P",blbooks
